BuildingAge,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),Has_Steam,Has_Gas,Has_Electricity,GFA_Education,GFA_Logistique_Stockage,GFA_Services_Publics_Industrie,GFA_Bureau_Finance,GFA_Commerce_Retail,GFA_Culture_Loisirs_Culte,GFA_Sante,GFA_Commerce_Alimentaire,GFA_Autre,GFA_Hotellerie_Logement,Nbhd_BALLARD,Nbhd_CENTRAL,Nbhd_DELRIDGE,Nbhd_DOWNTOWN,Nbhd_EAST,Nbhd_GREATER DUWAMISH,Nbhd_LAKE UNION,Nbhd_MAGNOLIA / QUEEN ANNE,Nbhd_NORTH,Nbhd_NORTHEAST,Nbhd_NORTHWEST,Nbhd_SOUTHEAST,Nbhd_SOUTHWEST
103,1.0,9,0,107572,5572503.0,1,0,1,0.0,0.0,0.0,27143.0,10568.0,0.0,0.0,0.0,0.0,63934.0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,1.0,15,0,230880,62197176.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,1.0,1,0,76086,3267564.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77810.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,1.0,5,39000,151000,28731502.0,0,1,1,0.0,0.0,0.0,9805.0,0.0,0.0,146741.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,1.0,4,0,122309,25453690.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122309.0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,4.0,3,0,215476,24017770.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217088.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,1.0,8,38800,215473,26659244.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277000.0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,1.0,2,0,69400,14833476.0,0,1,1,0.0,0.0,0.0,0.0,0.0,69400.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,1.0,1,0,62900,10394330.0,0,1,1,0.0,0.0,0.0,0.0,3384.300049,0.0,0.0,32494.0,29793.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,1.0,4,0,56500,1380293.625,1,0,1,0.0,0.0,0.0,33000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,1.0,4,0,203504,3785282.5,0,0,1,0.0,159372.0,0.0,0.0,44132.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,0.0,3,26731,74003,9788717.0,0,0,1,0.0,0.0,0.0,100734.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
35,1.0,4,18504,59158,5007401.0,0,1,1,0.0,17570.0,0.0,62108.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,1.0,12,21790,212210,18661606.0,0,1,1,0.0,25373.0,0.0,173786.0,0.0,0.0,29865.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,1.0,25,0,369996,24755086.0,0,0,1,0.0,127192.0,0.0,383942.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,1.0,10,0,693450,40062888.0,1,1,1,0.0,0.0,0.0,332343.0,361107.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,1.0,33,0,791396,40847752.0,0,1,1,0.0,132465.0,0.0,622034.0,0.0,0.0,0.0,0.0,33110.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,1.0,23,205076,542671,30985420.0,0,1,1,0.0,219045.0,0.0,542461.0,0.0,0.0,0.0,9337.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,1.0,10,7757,55652,3444270.0,1,0,1,0.0,0.0,0.0,45260.0,6187.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,1.0,17,30000,174790,7739699.0,0,1,1,0.0,0.0,0.0,142034.0,14666.0,17070.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,1.0,5,0,73399,3757006.0,0,0,1,0.0,0.0,0.0,51557.0,9976.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,1.0,20,32334,233517,14633233.0,1,0,1,0.0,29214.0,0.0,226454.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,1.0,25,228668,529375,27018020.0,0,1,1,0.0,191082.0,0.0,582725.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,1.0,12,0,206000,8580279.0,1,0,1,0.0,51250.0,0.0,161000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,1.0,36,154972,669915,39523852.0,0,0,1,0.0,161119.0,0.0,743562.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,1.0,16,141600,339240,17867002.0,0,1,1,0.0,123356.0,0.0,311736.0,0.0,18239.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,1.0,7,0,89550,3903259.75,1,0,1,0.0,0.0,0.0,64712.0,10058.0,7030.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,1.0,6,0,89355,4178233.5,0,1,1,0.0,0.0,0.0,82355.0,7000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
94,1.0,15,0,388934,18576900.0,1,0,1,0.0,0.0,0.0,388934.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,1.0,22,0,384302,10062436.0,0,0,1,0.0,0.0,0.0,348969.0,0.0,0.0,0.0,4728.899902,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,1.0,17,84600,293925,24906132.0,1,0,1,0.0,83311.0,0.0,236827.0,0.0,0.0,0.0,14679.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,1.0,47,0,1323055,44683660.0,0,1,1,0.0,272682.0,0.0,1011135.0,0.0,0.0,0.0,37595.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,1.0,41,129432,460489,24603420.0,0,0,1,10290.0,107667.0,0.0,470416.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,1.0,6,1392,89699,1835804.875,1,0,1,0.0,1392.0,0.0,89699.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,1.0,8,62993,94948,3743228.5,0,0,1,0.0,15401.0,0.0,84838.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,1.0,29,197231,438072,18221224.0,1,0,1,0.0,194435.0,0.0,522667.0,0.0,0.0,0.0,6122.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,1.0,34,162604,614158,32552428.0,0,1,1,0.0,154947.0,0.0,606050.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,1.0,14,23775,162993,9641043.0,1,0,1,0.0,33671.0,240.0,182540.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,1.0,49,368980,754455,45163308.0,0,1,1,0.0,232248.0,0.0,808980.0,0.0,0.0,0.0,0.0,30329.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,1.0,37,164420,888049,41213584.0,0,0,1,0.0,185581.0,0.0,868829.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,1.0,42,171500,446184,69519808.0,1,0,1,0.0,189600.0,0.0,581558.0,18026.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,1.0,8,0,201480,8921778.0,1,0,1,0.0,10624.0,0.0,161762.0,29094.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,1.0,63,159600,1195387,61576184.0,0,0,1,0.0,159599.0,0.0,1191115.0,0.0,0.0,0.0,0.0,18656.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,1.0,14,0,310490,21169502.0,0,1,1,0.0,0.0,600.0,269284.0,0.0,0.0,0.0,0.0,28394.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
13,1.0,8,30660,168870,13214416.0,0,1,1,0.0,18590.0,0.0,160418.0,0.0,0.0,0.0,0.0,17480.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,1.0,13,52703,319539,13843866.0,0,1,1,0.0,52703.0,0.0,319539.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,1.0,7,8296,106099,2746560.75,0,1,1,0.0,0.0,0.0,96582.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
38,1.0,2,0,89200,6461937.0,0,1,1,0.0,0.0,0.0,0.0,89200.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,1.0,23,0,474546,28450436.0,0,0,1,0.0,0.0,0.0,474546.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,1.0,5,0,36000,30038490.0,0,0,1,0.0,0.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,0.0,5,0,99005,4728488.5,0,1,1,0.0,0.0,0.0,79555.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,1.0,6,44248,90803,4426136.0,0,0,1,0.0,42500.0,0.0,95943.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,1.0,5,82720,137929,7046345.5,0,0,1,0.0,90000.0,0.0,145754.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,1.0,5,0,93660,873221.875,0,0,1,0.0,93660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,1.0,18,64660,349055,24224888.0,0,0,1,0.0,69634.0,0.0,348270.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,1.0,11,195621,185760,9765777.0,0,1,1,0.0,182820.0,0.0,164192.0,0.0,37782.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,1.0,20,118744,378769,26823218.0,0,1,1,0.0,114510.0,0.0,367623.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,1.0,24,116721,427155,25307744.0,0,0,1,0.0,107300.0,0.0,424044.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,1.0,4,38700,70647,8218155.5,0,1,1,0.0,38700.0,0.0,28258.0,0.0,0.0,42389.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,1.0,6,124216,272410,20361158.0,0,0,1,0.0,122624.0,0.0,274002.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,1.0,6,83591,203880,14913424.0,0,0,1,0.0,72178.0,0.0,191814.0,0.0,0.0,0.0,5322.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,1.0,3,48512,144118,5357833.0,0,1,1,0.0,48199.0,0.0,146157.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,1.0,8,61986,191117,29949248.0,0,0,1,0.0,70190.0,0.0,158681.0,0.0,0.0,0.0,0.0,21782.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,1.0,1,0,60880,14293972.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61666.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
116,1.0,5,0,50176,2933288.75,0,1,1,0.0,0.0,0.0,50328.0,0.0,0.0,0.0,4253.0,8329.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,1.0,42,0,304346,23262244.0,1,1,1,0.0,0.0,0.0,245028.0,8429.0,0.0,0.0,7518.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
39,1.0,1,0,128800,1809101.5,0,1,1,0.0,119200.0,0.0,0.0,0.0,0.0,0.0,0.0,9600.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
89,1.0,8,0,321945,13656587.0,1,0,1,0.0,0.0,0.0,166919.0,19787.0,39355.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,1.0,22,0,336330,18967014.0,1,1,1,0.0,66430.0,0.0,256299.0,0.0,0.0,0.0,7438.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,1.0,21,0,298426,27076922.0,1,0,1,11888.0,197750.0,0.0,286538.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,1.0,42,0,635824,48479988.0,0,0,1,0.0,40000.0,0.0,718473.0,0.0,0.0,0.0,19671.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
93,1.0,12,0,542305,56485204.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542305.0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,1.0,2,0,291940,11688601.0,0,1,1,0.0,0.0,0.0,100000.0,191940.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,0.0,1,0,88400,4383100.5,0,1,1,0.0,61165.0,0.0,29620.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,1.0,1,0,52311,930611.875,0,1,1,0.0,51116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,1.0,5,69710,71421,3085814.0,0,0,1,0.0,74831.0,0.0,71643.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,1.0,5,70067,106465,5803409.0,0,0,1,0.0,70067.0,0.0,103494.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
43,1.0,1,0,52500,3989399.0,0,1,1,0.0,49395.0,0.0,5853.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,1.0,2,0,57300,4560492.0,0,1,1,0.0,29001.0,0.0,28299.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,1.0,6,0,350310,18102026.0,0,1,1,26900.0,0.0,0.0,305233.0,0.0,0.0,0.0,7666.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,1.0,55,285000,1115000,53079164.0,1,1,1,0.0,264481.0,0.0,994116.0,0.0,0.0,0.0,0.0,133598.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
86,1.0,21,0,305548,33729336.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310000.0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,1.0,46,512608,1023998,56606136.0,0,1,1,0.0,377046.0,0.0,1002403.0,0.0,0.0,0.0,0.0,53116.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,1.0,10,0,135918,6423556.5,1,0,1,0.0,0.0,0.0,144570.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,1.0,4,0,79957,5252131.0,0,0,1,0.0,0.0,0.0,29723.0,35694.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,1.0,29,0,500000,18848780.0,0,0,1,0.0,80005.0,0.0,411301.0,14528.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,0.0,10,0,132326,6029020.0,1,1,1,0.0,0.0,0.0,92006.0,9835.0,0.0,0.0,0.0,12610.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,1.0,6,13200,96630,7335905.5,0,0,1,0.0,13200.0,0.0,83485.0,5000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
43,0.0,19,59280,272787,37785552.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332067.0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,1.0,10,0,130513,11651200.0,1,1,1,0.0,0.0,0.0,87391.0,32264.0,0.0,0.0,10858.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
96,1.0,8,0,60660,2586116.0,0,0,1,0.0,0.0,0.0,41958.0,4800.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,1.0,14,0,137350,6366084.5,1,0,1,0.0,0.0,0.0,124508.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,1.0,15,0,151039,5446624.0,1,0,1,0.0,0.0,0.0,125473.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,1.0,30,134662,620338,52226204.0,1,1,1,0.0,126891.0,0.0,643083.0,0.0,0.0,0.0,13422.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,1.0,4,0,63540,3518459.5,0,1,1,0.0,0.0,0.0,56747.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,1.0,10,0,130893,6962073.0,0,0,1,0.0,0.0,0.0,87925.0,0.0,0.0,6644.0,27177.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,1.0,5,0,79920,3009463.75,0,0,1,0.0,0.0,0.0,39960.0,26640.0,0.0,0.0,0.0,13320.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
108,1.0,4,0,137400,14940504.0,0,1,1,0.0,0.0,0.0,0.0,44078.0,0.0,0.0,19182.0,0.0,14380.0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,1.0,6,86429,61423,9671619.0,0,1,1,0.0,64821.0,0.0,0.0,40629.0,0.0,0.0,13039.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
20,0.0,4,166960,100375,7273155.5,0,1,1,0.0,166960.0,0.0,0.0,0.0,69947.0,0.0,27400.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,1.0,56,389860,1215718,49517704.0,1,1,1,0.0,389860.0,0.0,1314475.0,0.0,0.0,0.0,0.0,30744.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,1.0,36,0,794592,26689658.0,0,1,1,0.0,36606.0,0.0,748011.0,0.0,0.0,0.0,0.0,9975.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
45,1.0,21,93204,363100,19397324.0,0,0,1,0.0,106466.0,0.0,342952.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,1.0,12,15140,100717,4757299.5,0,0,1,0.0,11844.0,0.0,104788.0,0.0,0.0,0.0,528.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,1.0,4,17500,70000,4549892.0,0,0,1,0.0,0.0,0.0,70090.0,0.0,0.0,0.0,0.0,1672.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,1.0,11,184776,189629,13329024.0,0,0,1,0.0,0.0,0.0,150969.0,0.0,0.0,41829.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,1.0,12,38000,155500,14436982.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146689.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
93,1.0,11,0,102846,5327249.5,1,0,1,0.0,0.0,0.0,93879.0,7500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,1.0,4,0,52800,2429021.0,0,1,1,0.0,0.0,0.0,38880.0,0.0,0.0,0.0,12960.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
103,3.0,10,0,258497,20779796.0,1,0,1,0.0,155000.0,0.0,145594.0,103200.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,1.0,8,0,861702,17666646.0,1,1,1,0.0,0.0,0.0,0.0,509342.0,0.0,0.0,0.0,380639.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,1.0,5,97400,109550,19295226.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206950.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
28,1.0,9,0,46710,4169431.5,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,46710.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,1.0,3,104000,162000,13911761.0,1,1,1,0.0,104000.0,0.0,0.0,0.0,0.0,162000.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
24,1.0,14,407795,282363,21156670.0,0,0,1,0.0,270383.0,0.0,0.0,0.0,0.0,270384.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,1.0,6,177660,200783,55073120.0,0,1,1,0.0,164332.0,54184.0,108781.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,1.0,6,104922,108912,75073888.0,0,1,1,0.0,104922.0,54385.0,37721.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1.0,5,29409,79608,9474745.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109017.0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1.0,5,38452,237282,16373232.0,0,0,1,0.0,47404.0,0.0,228504.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,1.0,1,0,123061,1987934.625,0,0,1,0.0,123061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,1.0,1,0,59090,2756214.75,0,1,1,0.0,40272.0,0.0,18818.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,1.0,1,0,106000,763364.5,0,0,1,0.0,106001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
54,1.0,3,38400,120200,18309150.0,0,1,1,0.0,32821.0,0.0,125779.0,0.0,0.0,20000.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,1.0,1,0,119661,775729.1875,0,1,1,0.0,118733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,1.0,7,44728,94472,4342597.0,0,0,1,0.0,0.0,0.0,82098.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,1.0,6,33921,61800,3063504.5,0,0,1,0.0,31746.0,0.0,95721.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,2.0,5,115228,98055,5661689.5,0,0,1,0.0,0.0,0.0,105563.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
15,1.0,3,47656,56041,11319836.0,0,1,1,0.0,0.0,0.0,63199.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,1.0,5,0,74880,5134607.5,0,0,1,0.0,0.0,0.0,71751.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,1.0,6,0,88774,6029121.5,0,0,1,0.0,0.0,0.0,85339.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,1.0,5,0,122250,5535626.0,0,0,1,30177.0,0.0,0.0,97212.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,1.0,4,0,53730,4742869.0,0,0,1,0.0,0.0,0.0,53730.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,1.0,3,0,55593,4224872.5,0,1,1,0.0,0.0,0.0,55593.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,1.0,4,60960,73096,4695139.0,0,0,1,0.0,59137.0,0.0,72066.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,1.0,1,0,158415,22394416.0,0,1,1,0.0,0.0,0.0,0.0,158415.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
87,1.0,8,0,287819,48406556.0,0,1,1,0.0,0.0,88350.0,155985.0,0.0,0.0,0.0,0.0,15630.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1.0,8,0,158738,61762380.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,158738.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,1.0,4,28800,58195,2991674.75,0,0,1,0.0,28800.0,0.0,58195.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,1.0,1,0,164437,18390344.0,0,1,1,0.0,0.0,0.0,0.0,102653.0,0.0,0.0,74102.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,1.0,5,66234,118248,5671256.0,0,1,1,0.0,66234.0,0.0,118016.0,0.0,0.0,0.0,0.0,1595.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
88,1.0,3,0,55200,11594121.0,0,1,1,0.0,0.0,320.0,0.0,0.0,0.0,54880.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,1.0,4,111793,129366,33713876.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,176171.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1.0,6,52582,86700,3238216.0,0,0,1,0.0,52582.0,0.0,82411.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,1.0,5,98700,172371,7851334.5,0,1,1,0.0,96918.0,0.0,168132.0,0.0,0.0,16862.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
102,1.0,5,0,127800,2767491.0,0,1,1,0.0,127800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0
